age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
25,athletic,graduated from college/university,white,71,80000,executive / management,straight,judaism and laughing about it,m,leo,single
38,athletic,graduated from two-year college,white,64,50000,sales / marketing / biz dev,gay,other,f,aries,single
27,fit,graduated from college/university,"asian, white",72,40000,executive / management,straight,,m,leo but it doesn&rsquo;t matter,single
25,thin,dropped out of college/university,hispanic / latin,67,20000,computer / hardware / software,straight,atheism and laughing about it,m,leo and it&rsquo;s fun to think about,single
43,,graduated from college/university,white,65,20000,transportation,gay,other but not too serious about it,f,cancer and it&rsquo;s fun to think about,single
38,average,graduated from college/university,"pacific islander, white",72,100000,political / government,straight,catholicism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
38,used up,space camp,white,72,20000,other,straight,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,single
27,athletic,graduated from college/university,other,71,70000,computer / hardware / software,straight,judaism,m,taurus but it doesn&rsquo;t matter,single
24,average,working on ph.d program,asian,71,20000,student,straight,atheism,m,aries but it doesn&rsquo;t matter,single
27,athletic,graduated from college/university,white,63,70000,sales / marketing / biz dev,straight,christianity but not too serious about it,f,virgo,single
21,skinny,graduated from two-year college,,72,20000,entertainment / media,straight,,m,virgo,single
31,athletic,graduated from law school,indian,73,150000,law / legal services,straight,,m,sagittarius but it doesn&rsquo;t matter,single
32,average,graduated from college/university,white,68,70000,artistic / musical / writer,straight,,m,leo but it doesn&rsquo;t matter,available
27,average,graduated from college/university,black,68,80000,computer / hardware / software,straight,christianity but not too serious about it,m,leo but it doesn&rsquo;t matter,single
48,fit,two-year college,,71,80000,science / tech / engineering,straight,,m,capricorn,available
29,fit,graduated from college/university,white,70,60000,sales / marketing / biz dev,straight,catholicism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
61,fit,graduated from college/university,white,64,150000,sales / marketing / biz dev,straight,,f,,single
24,athletic,space camp,white,74,20000,sales / marketing / biz dev,straight,,m,virgo but it doesn&rsquo;t matter,single
23,athletic,working on college/university,white,72,30000,other,straight,judaism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
25,fit,graduated from college/university,white,70,20000,artistic / musical / writer,straight,judaism and laughing about it,m,pisces and it&rsquo;s fun to think about,single
27,athletic,working on college/university,"white, other",69,70000,,straight,judaism,m,sagittarius and it&rsquo;s fun to think about,single
25,,working on college/university,,72,30000,sales / marketing / biz dev,straight,,m,sagittarius and it&rsquo;s fun to think about,single
25,average,college/university,,72,30000,sales / marketing / biz dev,straight,,m,,single
23,thin,working on college/university,hispanic / latin,71,60000,computer / hardware / software,straight,agnosticism and laughing about it,m,aries but it doesn&rsquo;t matter,single
38,average,graduated from high school,white,67,50000,other,straight,atheism and laughing about it,m,cancer and it&rsquo;s fun to think about,single
34,athletic,graduated from college/university,white,68,30000,hospitality / travel,straight,other,m,leo,single
25,fit,working on college/university,white,70,20000,student,straight,agnosticism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
24,fit,graduated from college/university,white,72,100000,banking / financial / real estate,straight,,m,gemini but it doesn&rsquo;t matter,single
24,athletic,graduated from college/university,white,73,40000,entertainment / media,straight,catholicism and somewhat serious about it,m,,single
35,average,graduated from college/university,white,71,50000,transportation,straight,other,m,aries,single
36,fit,graduated from college/university,white,74,100000,banking / financial / real estate,straight,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,single
23,average,working on two-year college,"hispanic / latin, other",64,40000,other,straight,,m,leo,single
39,athletic,graduated from college/university,"native american, white",69,40000,medicine / health,straight,other and laughing about it,f,sagittarius and it&rsquo;s fun to think about,single
31,,graduated from college/university,white,70,60000,education / academia,straight,,m,,single
37,curvy,graduated from college/university,white,70,100000,computer / hardware / software,straight,atheism and laughing about it,f,aquarius and it&rsquo;s fun to think about,single
42,a little extra,graduated from masters program,black,67,60000,education / academia,straight,christianity but not too serious about it,m,leo but it doesn&rsquo;t matter,single
41,athletic,graduated from college/university,white,70,100000,science / tech / engineering,straight,catholicism and laughing about it,m,taurus and it&rsquo;s fun to think about,single
33,fit,,white,72,40000,political / government,straight,atheism and laughing about it,m,taurus but it doesn&rsquo;t matter,available
28,average,graduated from masters program,indian,69,100000,executive / management,straight,hinduism but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
24,average,college/university,white,70,50000,sales / marketing / biz dev,straight,,m,virgo,single
38,fit,graduated from two-year college,middle eastern,71,30000,military,straight,,m,pisces,single
35,average,graduated from college/university,white,72,150000,computer / hardware / software,straight,agnosticism and laughing about it,m,capricorn but it doesn&rsquo;t matter,single
32,athletic,graduated from college/university,hispanic / latin,68,80000,computer / hardware / software,straight,,m,scorpio but it doesn&rsquo;t matter,single
43,athletic,working on two-year college,black,71,40000,medicine / health,straight,other and very serious about it,m,taurus but it doesn&rsquo;t matter,single
27,full figured,dropped out of college/university,white,75,80000,computer / hardware / software,straight,atheism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
51,skinny,working on college/university,,71,20000,entertainment / media,straight,,m,sagittarius and it&rsquo;s fun to think about,single
27,thin,working on college/university,white,67,20000,student,straight,,f,sagittarius but it doesn&rsquo;t matter,seeing someone
37,overweight,graduated from college/university,white,67,60000,executive / management,straight,atheism and laughing about it,m,taurus but it doesn&rsquo;t matter,single
42,fit,graduated from masters program,white,65,40000,education / academia,straight,buddhism and laughing about it,f,sagittarius and it matters a lot,single
37,athletic,,white,69,100000,,straight,,m,,single
22,average,graduated from college/university,indian,69,80000,computer / hardware / software,straight,agnosticism,m,leo but it doesn&rsquo;t matter,single
28,fit,working on med school,white,72,50000,political / government,straight,other but not too serious about it,m,leo and it&rsquo;s fun to think about,single
36,athletic,graduated from masters program,white,75,150000,executive / management,straight,christianity but not too serious about it,m,aries and it&rsquo;s fun to think about,single
30,thin,graduated from masters program,white,74,40000,artistic / musical / writer,straight,atheism but not too serious about it,m,taurus but it doesn&rsquo;t matter,seeing someone
